,level,position,salaries
4833,Middle,Back-end Developer,17.000
4834,Middle,Game Developer,20.000
4835,Middle,Full Stack Developer,11.000
4836,Senior,Back-end Developer,30.000
4839,Middle,Back-end Developer,18.000
4840,Middle,DevOps Engineer,6.000
4842,Senior,Team / Tech Lead,33.000
4843,Senior,Back-end Developer,15.000
4844,Senior,Back-end Developer,21.000
4845,Middle,Back-end Developer,12.000
4846,Middle,Full Stack Developer,17.000
4847,Middle,Back-end Developer,17.000
4848,Junior,Back-end Developer,9.000
4849,Middle,Full Stack Developer,12.000
4850,Junior,Back-end Developer,7.000
4851,Middle,Full Stack Developer,12.000
4852,Middle,Back-end Developer,15.000
4853,Senior,Game Developer,26.000
4854,Middle,Full Stack Developer,9.000
4855,Junior,Game Developer,12.000
4856,Middle,Mobile Application Developer,11.000
4857,Middle,DevOps Engineer,10.000
4858,Middle,Front-end Developer,10.000
4859,Middle,QA / Test Automation Developer,12.000
4860,Junior,Database Administrator,10.000
4861,Senior,Full Stack Developer,19.000
4864,Senior,Back-end Developer,17.000
4865,Middle,Full Stack Developer,17.000
4867,Senior,Front-end Developer,16.000
4868,Middle,Back-end Developer,12.000
4870,Middle,Back-end Developer,12.000
4871,Junior,Back-end Developer,5.000
4872,Middle,Back-end Developer,16.000
4873,Junior,Embedded Software Developer,10.000
4874,Middle,Front-end Developer,22.000
4875,Senior,Full Stack Developer,20.000
4876,Senior,Front-end Developer,5.000
4877,Senior,Full Stack Developer,14.000
4878,Middle,Front-end Developer,6.000
4879,Senior,Team / Tech Lead,15.000
4880,Junior,Full Stack Developer,8.000
4881,Middle,Full Stack Developer,11.000
4882,Senior,Software Development Manager,23.000
4883,Junior,Front-end Developer,15.000
4884,Middle,Mobile Application Developer,13.000
4885,Senior,Software Development Manager,19.000
4886,Senior,Full Stack Developer,8.000
4887,Middle,Full Stack Developer,6.000
4888,Senior,Full Stack Developer,12.000
4890,Junior,Game Developer,8.000
4891,Middle,Team / Tech Lead,9.000
4892,Senior,Back-end Developer,6.000
4893,Senior,Team / Tech Lead,18.000
4894,Middle,Full Stack Developer,16.000
4896,Junior,Back-end Developer,10.000
4897,Senior,Back-end Developer,20.000
4898,Senior,Embedded Software Developer,25.000
4899,Senior,Full Stack Developer,18.000
4900,Junior,Full Stack Developer,5.000
4901,Middle,Data Scientist,49.000
4902,Junior,Embedded Software Developer,6.000
4903,Junior,Front-end Developer,5.000
4904,Senior,Software Architect,21.000
4905,Senior,Mobile Application Developer,30.000
4906,Junior,Full Stack Developer,7.000
4907,Junior,Back-end Developer,5.000
4908,Senior,Software Architect,23.000
4909,Senior,Back-end Developer,28.000
4910,Junior,DevOps Engineer,5.000
4911,Junior,DevOps Engineer,10.000
4912,Middle,Back-end Developer,22.000
4913,Middle,Back-end Developer,11.000
4914,Junior,Back-end Developer,5.000
4915,Middle,Data Engineer,14.000
4916,Senior,Team / Tech Lead,10.000
4917,Senior,Data Scientist,34.000
4919,Junior,Full Stack Developer,9.000
4920,Senior,Back-end Developer,24.000
4921,Junior,Back-end Developer,13.000
4923,Senior,Team / Tech Lead,38.000
4924,Senior,Full Stack Developer,11.000
4925,Middle,Mobile Application Developer,20.000
4927,Middle,Full Stack Developer,5.000
4928,Senior,Team / Tech Lead,30.000
4929,Middle,Full Stack Developer,20.000
4930,Middle,Full Stack Developer,12.000
4931,Senior,Team / Tech Lead,25.000
4932,Middle,Full Stack Developer,13.000
4933,Middle,Back-end Developer,12.000
4934,Junior,Back-end Developer,8.000
4935,Senior,Back-end Developer,26.000
4938,Senior,Full Stack Developer,16.000
4940,Senior,Back-end Developer,25.000
4941,Senior,Database Administrator,19.000
4942,Senior,Full Stack Developer,25.000
4943,Senior,Team / Tech Lead,36.000
4944,Junior,Full Stack Developer,7.000
4945,Middle,DevOps Engineer,18.000
4946,Senior,Team / Tech Lead,33.000
4949,Junior,Full Stack Developer,18.000
4950,Senior,CTO,50.000
4951,Middle,Front-end Developer,9.000
4952,Junior,Back-end Developer,16.000
4953,Senior,Software Development Manager,21.000
4954,Senior,Full Stack Developer,20.000
4955,Senior,Back-end Developer,21.000
4956,Middle,Full Stack Developer,13.000
4958,Senior,Full Stack Developer,17.000
4959,Senior,CTO,47.000
4960,Senior,Mobile Application Developer,27.000
4961,Middle,Mobile Application Developer,9.000
4962,Senior,Full Stack Developer,45.000
4963,Junior,Front-end Developer,5.000
4964,Senior,Back-end Developer,11.000
4965,Senior,Software Architect,18.000
4966,Junior,QA / Test Automation Developer,7.000
4967,Middle,Mobile Application Developer,15.000
4968,Middle,Back-end Developer,15.000
4969,Middle,Full Stack Developer,9.000
4971,Senior,Full Stack Developer,16.000
4972,Junior,Mobile Application Developer,12.000
4974,Middle,Back-end Developer,18.000
4975,Senior,Back-end Developer,21.000
4976,Middle,Front-end Developer,10.000
4977,Middle,Front-end Developer,10.000
4979,Middle,Back-end Developer,15.000
4981,Senior,Front-end Developer,23.000
4982,Senior,Full Stack Developer,18.000
4983,Middle,Full Stack Developer,20.000
4984,Middle,Back-end Developer,15.000
4985,Senior,Full Stack Developer,29.000
4986,Junior,Full Stack Developer,10.000
4987,Senior,Back-end Developer,25.000
4988,Senior,Full Stack Developer,30.000
4989,Junior,Front-end Developer,16.000
4990,Senior,Front-end Developer,19.000
4991,Junior,Full Stack Developer,7.000
4992,Senior,Back-end Developer,22.000
4993,Senior,Back-end Developer,18.000
4994,Senior,Mobile Application Developer,23.000
4995,Junior,Front-end Developer,10.000
4996,Middle,Back-end Developer,11.000
4998,Middle,Mobile Application Developer,11.000
4999,Senior,Back-end Developer,38.000
5001,Middle,Back-end Developer,10.000
5002,Middle,Front-end Developer,16.000
5003,Senior,Full Stack Developer,15.000
5004,Senior,Software Architect,20.000
5005,Junior,Back-end Developer,8.000
5006,Senior,Full Stack Developer,30.000
5007,Senior,Back-end Developer,30.000
5009,Senior,Mobile Application Developer,19.000
5010,Junior,Front-end Developer,14.000
5011,Junior,Full Stack Developer,6.000
5012,Junior,Full Stack Developer,6.000
5013,Middle,Data Scientist,14.000
5014,Middle,Data Scientist,19.000
5015,Junior,Full Stack Developer,6.000
5016,Senior,Mobile Application Developer,17.000
5017,Junior,Mobile Application Developer,7.000
5018,Senior,Full Stack Developer,15.000
5019,Senior,Team / Tech Lead,32.000
5020,Middle,Full Stack Developer,9.000
5022,Junior,DevOps Engineer,11.000
5023,Senior,Team / Tech Lead,25.000
5025,Junior,Back-end Developer,8.000
5026,Junior,Mobile Application Developer,10.000
5027,Junior,Back-end Developer,8.000
5028,Senior,Full Stack Developer,25.000
5029,Junior,Front-end Developer,11.000
